Dataset,Local Method,Global Method,Weight Local,Weight Global,AUC-ROC,AUC-PR,F1-score,Precision,Recall,MCC
14_glass.npz,LOF,PCA,0.9,0.1,0.8314363143631436,0.15123385731948424,0.2,0.18181818181818182,0.2222222222222222,0.16208892843725517
14_glass.npz,LOF,PCA,0.8,0.2,0.8449864498644987,0.1487209111392118,0.2,0.18181818181818182,0.2222222222222222,0.16208892843725517
14_glass.npz,LOF,PCA,0.7,0.3,0.8455284552845528,0.14306338175724642,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,PCA,0.6,0.4,0.8368563685636856,0.1422011111583698,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,PCA,0.5,0.5,0.8195121951219512,0.13188613723794962,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,PCA,0.4,0.6,0.7739837398373983,0.11067153226226245,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,PCA,0.3,0.7,0.7653116531165312,0.11008081990531153,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,PCA,0.2,0.8,0.7506775067750677,0.10764667002847336,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,PCA,0.1,0.9,0.7073170731707317,0.10401830223936151,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,HBOS,0.9,0.1,0.8444444444444444,0.1555525999179429,0.2,0.18181818181818182,0.2222222222222222,0.16208892843725517
14_glass.npz,LOF,HBOS,0.8,0.2,0.8590785907859079,0.15670039187096083,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,HBOS,0.7,0.3,0.8590785907859079,0.15390343660071065,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,HBOS,0.6,0.4,0.8552845528455284,0.15084050110558325,0.2,0.18181818181818182,0.2222222222222222,0.16208892843725517
14_glass.npz,LOF,HBOS,0.5,0.5,0.8552845528455284,0.14879818656826738,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,HBOS,0.4,0.6,0.8428184281842818,0.14453791504579885,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,HBOS,0.3,0.7,0.8249322493224931,0.14037064819913816,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,HBOS,0.2,0.8,0.8157181571815717,0.13989801633697901,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,HBOS,0.1,0.9,0.8065040650406504,0.13735652819708244,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,OCSVM,0.9,0.1,0.8151761517615176,0.1438055535928642,0.2,0.18181818181818182,0.2222222222222222,0.16208892843725517
14_glass.npz,LOF,OCSVM,0.8,0.2,0.8151761517615176,0.13601118050803584,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,OCSVM,0.7,0.3,0.8119241192411926,0.13397492481648843,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,OCSVM,0.6,0.4,0.7983739837398374,0.12601516832404308,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,OCSVM,0.5,0.5,0.7501355013550136,0.10343167989250343,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
14_glass.npz,LOF,OCSVM,0.4,0.6,0.6959349593495935,0.09359819796207906,0.1,0.09090909090909091,0.1111111111111111,0.056657224225788276
